name,phe
Bohnen weiß reif,1260
Bohne weiß reif roh,1260
Kidney-Bohnen roh,1276
Limabohnen reif roh,1287
Bohnen dick (Saubohnen) reif roh,1261
Bohnen dick (Saubohnen) reif Mehl,1375
Sojabohnen reif roh,1868
Sojabohnen reif Mehl,1896
Sojabohnenmehl,1896
Sojamehl,1896
Sojamehl (entfettet) entbittert,2603
Sojamehl halbfett,2509
Sojamehl texturiert (VEP),2935
Sojamehl vollfett,1860
Sojaeiweiß texturiert (TVP),2769
Sojaeiweiß texturiert (TVP) pasteurisiert,2769
Sojaschrot,2382
Sojaspeisekleie,720
Sojamark,2302
Mungobohnen reif,1365
Mungobohnen reif roh,1570
Vegetarische Lebensmittel,2049
Frucht-Leinsaat,640
Sojaerzeugnisse,2049
Sojasoße,480
Sojasoße weiße,480
Sojadrink/Sojadrinkprodukte,181
Sojadrink flüssig,180
Sojaeiweißkonzentrat,2981
Sojadrink Pulver,2314
Sojadrink milchsauer,188
Biologische pflanzliche Soja-Joghurtalternative,181
Sojacreme (zum Kochen und Verfeinern),105
Yuba,2682
Tofu,840
Tofu fest,870
Tofu Seiden,282
Tofu fest pasteurisiert,840
Fermentierte Sojaprodukte,414
Miso,495
Miso Sojabohne,495
Tempeh,894
Natto,873
Ölsamenmus,929
Bohnen weiß dick in Tomatensoße Konserve,192
Kidney-Bohnen in Tomatensoße Konserve,634
Gulasch in Tomatensoße Sojabasis Konserve,457
Sojabratlinge (nass),849
Sojaklöße (nass),849
Sojabouletten (nass),849
Sojafleischzubereitung Trockenprodukt,1859
Sojaschnitzel Trockenprodukt,1859
Sojasteak Trockenprodukt,1859
Sojaaufschnitt,296
Sojapaste,732
Tofu roh,414
Hülsenfruchtgerichte Konservensuppen,183
Bohnensuppe serbisch Konserve,183
Pommes Frites roh,93
Kartoffelchips roh,93
Kartoffelsticks roh,93
Kartoffel-Chipsletten roh,93
Kartoffeltrockenprodukte,314
Kartoffelbreipulver,420
Kartoffelstärke Mehl,6
Knödelmehl,55
Trockenkartoffeln Trockenprodukt,314
Kartoffelflocken Trockenprodukt,314
Kartoffelkloß Trockenprodukt,280
Knödelpulver halb und halb,49
Gnocchi roh,189
Kartoffelchips (verzehrsfertig),250
Kartoffelsticks (verzehrsfertig),350
Kartoffelchips (verzehrsfertig) energiereduziert,57
Kartoffelsuppe Konserve,50
Fertiggerichte auf Kartoffelbasis Konserve,533
Gaisburger Marsch Konserve,533
Labskaus Konserve,400
Stärkereiche Pflanzenteile,87
Lotos-Wurzel roh,87
Maniok (Cassava),31
Maniok roh,31
Maniok Pulver,76
Batate (Süßkartoffel),84
Batate roh,79
Topinambur (Erdartischocke),106
Topinambur roh,106
Yamswurzel,115
Yamswurzel roh,115
Yamswurzel Pulver,337
Pfeilwurzel (Maranta),234
Pfeilwurzel roh,234
Pfeilwurzel Pulver,757
Taro (Wasserbrotwurzel) roh,89
Taro (Wasserbrotwurzel) Pulver,273
Japanknolle (Japankartoffel) roh,224
Sagopalme roh,224
Yamsbohne roh,42
Yamsbohne Pulver,346
Erzeugnisse stärkereicher Pflanzenteile,20
Maniok (Cassava) Erzeugnisse,20
Tapioka,20
Pfeilwurzelmehl (Marantastärke),18
Sago,6
Pilze roh,109
Champignon roh,74
Champignon frittiert (zubereitet ohne Fett),115
Trüffel roh,190
Trüffel Konzentrat,356
Trüffel Pulver,709
Morchel,118
Morchel roh,118
Birkenpilz roh,63
Butterpilz roh,120
Butterpilz Konzentrat,406
Edel-Reizker roh,12
Hallimasch roh,150
Hallimasch Konzentrat,443
Pfifferling,128
Pfifferling roh,65
Rotkappe roh,59
Steinpilz roh,100
Shiitakepilz roh,79
Waldpilze,150
Austernpilz roh,100
Bierhefe,2257
Bierhefe Tabletten,2257
Hefe Flocken,2053
Pflanzenfleisch ohne Soja Trockenprodukt,1079
Hefeextrakt (Hefeaufstrichpaste),157
Champignonsuppe Trockenprodukt,482
Champignoncremesuppe Trockenprodukt,482
Steinpilzsuppe Trockenprodukt,482
Champignoncremesuppe Konserve,26
Pilzsoße Konserve,72
