name,phe,icon
"Cornmeal, white (Navajo)",543,🌽
"Corn, white, steamed (Navajo)",429,🌽
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",3275,🐧
"Cookies, animal crackers (includes arrowroot, tea biscuits)",324,🍪
"Bread, multi-grain (includes whole-grain)",387,🍞
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",151,🌱
"Candies, marshmallows",42,🌱
"Candies, KIT KAT Wafer Bar",27,🌱
"Ice creams, french vanilla, soft-serve",176,🍦
"Candies, semisweet chocolate",204,🌱
"Candies, TOOTSIE ROLL, chocolate-flavor roll",5,🌱
"Candies, sweet chocolate",187,🌱
"Candies, caramels",205,🌱
"Snacks, tortilla chips, taco-flavor",384,🌮
"Snacks, trail mix, tropical",259,🍿
"Snacks, rice cakes, brown rice, buckwheat",399,🍚
"Snacks, rice cracker brown rice, plain",421,🍚
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",687,🌱
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",523,🥨
"Snacks, popcorn, cheese-flavor",405,🍿
"Snacks, pork skins, plain",194,🍿
"Snacks, potato chips, sour-cream-and-onion-flavor",272,🍟
"Snacks, granola bars, soft, uncoated, peanut butter",531,🌱
"Snacks, popcorn, air-popped",59,🍿
Fruit syrup,0,🌱
"Snacks, oriental mix, rice-based",972,🍚
"Snacks, granola bars, soft, uncoated, plain",381,🌱
"Topping, SMUCKER'S MAGIC SHELL",147,🍦
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",366,🍿
"Snacks, granola bars, hard, chocolate chip",368,🌱
"Snacks, corn-based, extruded, onion-flavor",378,🌱
"Snacks, crisped rice bar, chocolate chip",26,🌱
"Bread, potato",285,🍞
"Crackers, cheese, reduced fat",432,🧀
"Garlic bread, frozen",268,🌱
"Cinnamon buns, frosted (includes honey buns)",264,🌱
"Pie crust, deep dish, frozen, baked, made with enriched flour",276,🥧
"Crackers, wheat, reduced fat",427,🍞
"Crackers, whole-wheat, reduced fat",523,🍞
"Pie crust, refrigerated, regular, unbaked",12,🥧
"Pie crust, refrigerated, regular, baked",145,🥧
"Muffin, blueberry, commercially prepared, low-fat",197,🌱
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",166,🌱
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",882,🍖
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",966,🍖
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",998,🍖
"Crackers, cheese, sandwich-type with cheese filling",35,🧀
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",837,🍖
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",617,🌱
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",857,🍖
"Pork, cured, bacon, cooked, baked",1417,🥓
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",1128,🌱
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",11,🌱
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",848,🌱
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",1176,🌱
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",1095,🌱
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",1072,🌱
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",948,🌱
"Pork, fresh, ground, raw",674,🍖
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",119,🌱
"Pork, fresh, ground, cooked",1025,🍖
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",118,🌱
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",1231,🌱
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",1171,🌱
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",869,🌱
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",1024,🌱
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",813,🌱
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",1113,🌱
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",1097,🌱
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",1105,🌱
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",115,🌱
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",122,🌱
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",753,🌱
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",791,🌱
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",1044,🌱
"Pork, cured, ham, extra lean and regular, canned, roasted",807,🍖
"Pork, cured, ham, extra lean and regular, canned, unheated",693,🍖
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",1198,🌱
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",1228,🌱
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",1014,🌱
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",51,🌱
"Pork, cured, ham, whole, separable lean only, unheated",964,🍖
"Pork, cured, separable fat (from ham and arm picnic), unheated",212,🍖
"Pork, cured, ham, whole, separable lean and fat, unheated",791,🍖
"Pork, cured, separable fat (from ham and arm picnic), roasted",286,🍖
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",871,🌱
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",1078,🍖
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",857,🍖
"Pork, cured, ham, steak, boneless, extra lean, unheated",845,🍖
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",904,🍖
"Pork, cured, ham, patties, unheated",542,🍖
"Pork, cured, feet, pickled",337,🍖
"Pork, fresh, variety meats and by-products, spleen, raw",763,🌱
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",1068,🌱
"Pork, fresh, variety meats and by-products, lungs, raw",586,🌱
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1205,🌱
"Canadian bacon, unprepared",841,🥓
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",51,🌱
"Pork, fresh, variety meats and by-products, liver, raw",1047,🌱
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1199,🍖
"Pork, fresh, variety meats and by-products, leaf fat, raw",66,🌱
"Pork, fresh, variety meats and by-products, liver, cooked, braised",1274,🍖
"Pork, fresh, variety meats and by-products, ears, frozen, raw",718,🌱
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",1128,🌱
"Pork, fresh, spareribs, separable lean and fat, raw",65,🌱
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",116,🌱
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",1054,🌱
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1112,🌱
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",732,🌱
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",1021,🌱
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",967,🍖
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",1065,🌱
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",921,🍖
"Pork, fresh, shoulder, whole, separable lean and fat, raw",681,🌱
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",1011,🍖
"Pork, fresh, shoulder, whole, separable lean only, raw",78,🌱
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",1112,🌱
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",906,🌱
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",1119,🌱
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",1288,🌱
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",1213,🌱
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",112,🌱
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",91,🌱
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",1197,🌱
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",112,🌱
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",1108,🌱
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",1121,🌱
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",1026,🌱
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",916,🌱
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",924,🌱
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",1122,🌱
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",1077,🌱
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",1172,🌱
"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",1009,🌱
"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",794,🌱
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",985,🌱
"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",1086,🌱
"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",108,🌱
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",1103,🌱
"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",1082,🍖
"Pork, fresh, loin, whole, separable lean and fat, raw",785,🌱
"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",906,🍖
"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",1199,🍖
"Pork, fresh, separable fat, raw",384,🌱
"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",1123,🍖
"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",744,🌱
"Pork, fresh, backfat, raw",117,🌱
"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",842,🌱
"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",11,🍊
"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",11,🌱
"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",1,🌱
"Pears, raw, red anjou",1,🌱
"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",13,🌱
"Applesauce, canned, unsweetened, with added ascorbic acid",5,🌱
"Applesauce, canned, sweetened, with salt",5,:apple:
"Watermelon, raw",15,🌱
