name,phe,icon
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",526,🌱
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",813,🌱
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",937,🌱
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",834,🌱
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",85,🌱
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",785,🌱
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",873,🌱
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",736,🌱
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",786,🌱
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",71,🌱
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",813,🌱
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",787,🌱
"Cherimoya, raw",42,🌱
"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",15,🌱
"Blueberries, frozen, sweetened",14,🌱
"Blueberries, canned, heavy syrup, solids and liquids",23,🌱
"Apricots, dried, sulfured, stewed, with added sugar",49,🌱
"Bananas, dehydrated, or banana powder",201,🌱
"Bananas, raw",49,🌱
"Apricots, dried, sulfured, stewed, without added sugar",22,🌱
"Apricots, dehydrated (low-moisture), sulfured, stewed",8,🌱
"Apricots, canned, juice pack, with skin, solids and liquids",26,🌱
"Apricots, canned, water pack, without skin, solids and liquids",28,🌱
"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",25,🌱
"Apricots, canned, light syrup pack, with skin, solids and liquids",22,🌱
"Apricots, dried, sulfured, uncooked",62,🌱
"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",8,🌱
"Apples, raw, without skin, cooked, microwave",8,🌱
"Apples, dehydrated (low moisture), sulfured, uncooked",37,:apple:
"Apples, canned, sweetened, sliced, drained, heated",5,🌱
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",79,🍚
"Cereals ready-to-eat, rice, puffed, fortified",27,🍚
"Cereals, farina, enriched, cooked with water, with salt",106,🍚
"Cereals, farina, unenriched, dry",514,🥣
"Cereals, CREAM OF RICE, cooked with water, with salt",37,🍚
"Cereals ready-to-eat, wheat, puffed, fortified",762,🍞
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",46,🍞
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",568,🍚
"Cereals, oats, regular and quick, not fortified, dry",665,🍚
"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",142,🌱
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",99,🍚
"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",87,🍚
"Cereals, CREAM OF RICE, dry",267,🍚
"Cereals ready-to-eat, wheat germ, toasted, plain",1168,🌾
"Cereals ready-to-eat, RALSTON TASTEEOS",652,🍚
"Cereals ready-to-eat, RALSTON CRISP RICE",402,🍚
"Pork sausage, reduced sodium, cooked",434,🍖
"Sausage, pork, turkey, and beef, reduced sodium",713,🍖
"Ham, smoked, extra lean, low sodium",741,🍖
"Kielbasa, fully cooked, pan-fried",442,🌱
"Kielbasa, fully cooked, unheated",403,🍖
"Sausage, chicken or turkey, Italian style,  lower sodium",546,🍗
"Pork sausage, link/patty, fully cooked, unheated",484,🍖
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",69,🌱
"Frankfurter, meat and poultry, unheated",359,🍔
"Kielbasa, fully cooked, grilled",445,🌱
"Bologna, chicken, pork",413,🍖
"Liver cheese, pork",716,🍖
"Liver sausage, liverwurst, pork",617,🍖
"Sausage, turkey, fresh, cooked",866,🍗
"Ham, minced",641,🍖
"Knackwurst, knockwurst, pork, beef",501,🍖
Ham salad spread,354,:ham:
"Ham, sliced, regular (approximately 11% fat)",497,🍖
"Corned beef loaf, jellied",81,🥩
"Dutch brand loaf, chicken, pork and beef",718,🌱
Chicken spread,687,🌱
"Game meat, caribou, raw",1006,🍖
"Bologna, turkey",457,🌱
"Game meat, caribou, cooked, roasted",1324,🍖
"Bologna, pork",585,🍖
"Game meat, deer, raw",937,🦌
"Bison, ground, grass-fed, cooked",1081,🍔
"Game meat, bison, separable lean only, cooked, roasted",1065,🍖
"Game meat, bison, separable lean only, raw",809,🍖
"Game meat, antelope, cooked, roasted",1166,🍖
"Veal, Australian, rib, rib roast, separable lean and fat, raw",72,🌱
"Veal, sirloin, separable lean only, cooked, roasted",1062,🌱
"Veal, sirloin, separable lean only, raw",815,🌱
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",1015,🌱
"Veal, shoulder, blade chop, separable lean only, raw",791,🌱
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",818,🌱
"Veal, shoulder, blade, separable lean only, cooked, braised",1318,🌱
"Veal, sirloin, separable lean only, cooked, braised",1371,🌱
"Veal, shoulder, arm, separable lean and fat, raw",781,🌱
"Veal, shoulder, arm, separable lean and fat, cooked, braised",1357,🌱
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",1042,🌱
"Veal, shoulder, blade, separable lean and fat, cooked, braised",1262,🌱
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",1359,🌱
"Veal, shoulder, blade chop, separable lean and fat, raw",755,🌱
"Veal, rib, separable lean only, raw",806,🌱
"Veal, rib, separable lean and fat, cooked, roasted",967,🌱
"Veal, rib, separable lean only, cooked, roasted",104,🌱
"Veal, loin, separable lean only, raw",882,🍖
"Veal, rib, separable lean only, cooked, braised",139,🌱
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",1281,🌱
"Veal, loin, separable lean and fat, cooked, braised",1218,🌱
"Veal, loin, separable lean and fat, cooked, roasted",1001,🌱
"Veal, leg (top round), separable lean only, cooked, roasted",1133,🌱
"Veal, leg (top round), separable lean and fat, cooked, roasted",1118,🌱
"Veal, loin, separable lean and fat, raw",81,🌱
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",1386,🌱
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",1129,🌱
"Veal, composite of trimmed retail cuts, separable lean only, raw",815,🌱
"Veal, leg (top round), separable lean and fat, cooked, braised",1459,🌱
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",1215,🌱
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",781,🌱
"Peanuts, virginia, oil-roasted, without salt",1341,🌱
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",714,🌱
"Lamb, New Zealand, imported, loin chop, separable lean only, raw",787,🌱
"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",1193,🌱
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",869,🌱
"Peanuts, valencia, oil-roasted, without salt",1402,🌱
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",463,🌱
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",379,🌱
"Lima beans, large, mature seeds, cooked, boiled, with salt",449,🌱
"Mothbeans, mature seeds, cooked, boiled, with salt",35,🍲
"Peanuts, spanish, oil-roasted, without salt",1452,🌱
"Peanuts, all types, dry-roasted, without salt",1227,🌱
"Lupins, mature seeds, cooked, boiled, with salt",618,🌱
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",38,🌱
"Beans, pinto, mature seeds, cooked, boiled, with salt",45,🍲
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",363,🍚
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",475,🌱
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",321,🌱
"Beans, pink, mature seeds, cooked, boiled, with salt",49,🍚
"Beans, navy, mature seeds, cooked, boiled, with salt",471,🍲
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",494,🌱
"Beans, great northern, mature seeds, canned, low sodium",435,🍽
"Beans, adzuki, mature seed, cooked, boiled, with salt",398,🍲
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",469,🍲
"Beans, great northern, mature seeds, cooked, boiled, with salt",451,🍚
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",277,🍚
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",16,🍲
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",1373,🌱
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",451,🌱
"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",321,🌱
"Broadbeans (fava beans), mature seeds, canned",231,🌱
Carob flour,151,🍪
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",475,🌱
"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",1103,🌱
"Beans, yellow, mature seeds, cooked, boiled, without salt",496,🍯
"Beans, pink, mature seeds, raw",1133,🌱
"Beans, navy, mature seeds, canned",444,🍽
"Beans, small white, mature seeds, cooked, boiled, without salt",485,🌱
"Beans, navy, mature seeds, cooked, boiled, without salt",471,🍲
"Beans, yellow, mature seeds, raw",119,🌽
"Beans, small white, mature seeds, raw",1141,🌱
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",511,🍲
"Beans, kidney, red, mature seeds, raw",1218,🌱
"Beans, kidney, california red, mature seeds, raw",1318,🌱
"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",494,🌱
"Beans, navy, mature seeds, raw",1158,🌱
"Beans, kidney, all types, mature seeds, canned",309,🌱
"Beans, black, mature seeds, raw",1168,🌱
"Beans, french, mature seeds, raw",1017,🌱
"Beans, french, mature seeds, cooked, boiled, without salt",381,🍲
"Beans, black, mature seeds, cooked, boiled, without salt",479,🍽
"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",505,🌱
"Beans, cranberry (roman), mature seeds, canned",3,🌱
"Yokan, prepared from adzuki beans and sugar",174,🍡
"Beans, baked, canned, with pork and tomato sauce",238,🍝
"Beans, adzuki, mature seeds, cooked, boiled, without salt",398,🍚
"Beans, adzuki, mature seeds, raw",1052,🌱
"Beans, adzuki, mature seeds, canned, sweetened",201,🍚
"Beans, baked, canned, with pork and sweet sauce",258,🍽
"Beans, baked, home prepared",287,🍽
"Fish, Salmon, pink, canned, drained solids, without skin and bones",1014,🌱
"Salmon, sockeye, canned, drained solids, without skin and bones",1119,🌱
"Fish, catfish, channel, wild, cooked, dry heat",721,🌱
"Fish, salmon, coho, wild, cooked, dry heat",915,🌱
"Fish, salmon, coho, farmed, cooked, dry heat",949,🐟
"Fish, trout, rainbow, farmed, cooked, dry heat",973,🐟
"Fish, salmon, coho, farmed, raw",83,🐟
"Fish, trout, rainbow, farmed, raw",815,🐟
"Fish, whitefish, mixed species, raw",745,🐟
"Fish, turbot, european, raw",627,🐟
"Fish, whitefish, mixed species, smoked",914,🐟
"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",727,🐟
"Fish, whiting, mixed species, raw",715,🐟
"Fish, tuna, fresh, bluefin, cooked, dry heat",1168,🌱
"Fish, swordfish, cooked, dry heat",922,🐟
"Fish, tuna, light, canned in oil, drained solids",1137,🐟
"Fish, tuna, fresh, bluefin, raw",911,🐟
"Fish, tilefish, raw",683,🐟
"Fish, sturgeon, mixed species, raw",63,🐟
"Fish, snapper, mixed species, cooked, dry heat",1027,🐟
"Fish, surimi",595,🐟
"Fish, spot, raw",723,🐟
"Fish, swordfish, raw",773,🐟
"Fish, snapper, mixed species, raw",801,🐟
"Fish, shark, mixed species, raw",819,🐟
"Fish, salmon, sockeye, cooked, dry heat",1086,🌱
"Fish, seatrout, mixed species, raw",654,🐟
"Fish, sea bass, mixed species, cooked, dry heat",923,🐟
"Fish, salmon, sockeye, canned, drained solids",1003,🐟
"Fish, shad, american, raw",661,🐟
"Fish, salmon, pink, canned, total can contents",811,🐟
"Fish, salmon, chum, raw",786,🐟
"Fish, salmon, chinook, raw",783,🐟
"Fish, salmon, chinook, smoked",714,🐟
"Fish, salmon, sockeye, raw",913,🐟
"Fish, salmon, Atlantic, wild, raw",775,🐟
"Fish, rockfish, Pacific, mixed species, raw",772,🐟
"Fish, pompano, florida, cooked, dry heat",925,🌱
"Fish, sablefish, smoked",689,🐟
"Fish, pompano, florida, raw",721,🐟
"Fish, milkfish, raw",802,🐟
"Fish, pike, northern, raw",752,🐟
"Fish, perch, mixed species, cooked, dry heat",97,🐟
"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",917,🐟
"Fish, pout, ocean, raw",65,🐟
"Fish, monkfish, raw",565,🐟
"Fish, perch, mixed species, raw",757,🐟
"Fish, mackerel, spanish, cooked, dry heat",921,🌱
"Fish, herring, Atlantic, kippered",96,🐟
"Fish, herring, Pacific, raw",64,🐟
"Fish, mackerel, spanish, raw",753,🐟
"Fish, ling, raw",741,🐟
"Fish, mackerel, Pacific and jack, mixed species, raw",783,🐟
"Fish, lingcod, raw",689,🐟
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",0,🍸
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",0,🍸
"Chicken, stewing, light meat, meat only, cooked, stewed",1311,🌱
"Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk",16,🌱
"Chicken, stewing, light meat, meat only, raw",916,🌱
"Chicken, capons, meat and skin, cooked, roasted",1128,🍗
"Chicken, capons, meat and skin, raw",739,🌱
"Chicken, roasting, dark meat, meat only, cooked, roasted",923,🌱
"Chicken, stewing, meat and skin, and giblets and neck, raw",688,🌱
"Chicken, roasting, meat only, raw",807,🌱
"Chicken, roasting, dark meat, meat only, raw",744,🍗
"Chicken, roasting, light meat, meat only, cooked, roasted",1077,🌱
"Chicken, stewing, giblets, raw",807,🌱
"Chicken, stewing, giblets, cooked, simmered",116,🌱
"Chicken, broilers or fryers, wing, meat only, raw",872,🌱
"Chicken, roasting, meat and skin, cooked, roasted",929,🌱
"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",938,🌱
"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",87,🌱
"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",785,🌱
"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",1002,🌱
"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",785,🌱
"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",9,🌱
"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",96,🌱
"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",905,🌱
"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",773,🌱
"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",731,🌱
"Chicken, broilers or fryers, neck, meat only, raw",696,🌱
"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",92,🌱
"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",1051,🌱
"Chicken, broilers or fryers, leg, meat only, raw",765,🌱
"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",942,🌱
"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",1054,🌱
"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",87,🌱
"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",955,🌱
"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",775,🌱
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",1058,🌱
"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",0,🌱
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",988,🌱
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",914,🌱
"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",0,🌱
"Oil, industrial, palm kernel (hydrogenated), filling fat",0,🌱
"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",0,🌱
"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter",0,🌱
"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",0,🌱
"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",0,🌱
"Oil, industrial, soy, refined, for woks and light frying",0,🍜
"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",0,🌱
"Salad dressing, mayonnaise, light",2,🌱
"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",0,🌱
"Fat, turkey",0,🌱
"Fat, goose",0,🍗
"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",0,🌱
"Oil, ucuhuba butter",0,🌱
"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",0,🌱
"Shortening industrial, soybean (hydrogenated) and cottonseed",0,🌱
"Shortening industrial, lard and vegetable oil",0,🍔
"Shortening frying (heavy duty), beef tallow and cottonseed",0,🌱
"Oil, cupu assu",0,🍛
"Fat, chicken",0,🌱
"Babyfood, cereal, mixed, with bananas, prepared with whole milk",18,🍼
"Babyfood, cereal, rice, with bananas, prepared with whole milk",163,🍼
"Babyfood, cereal, oatmeal, prepared with whole milk",222,🍼
"Babyfood, cereal, high protein, prepared with whole milk",443,🍼
"Babyfood, cereal, mixed, prepared with whole milk",202,🍼
"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",622,🍼
"Babyfood, dinner, beef noodle, junior",117,🍝
"Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS",2,🍼
"Babyfood, vegetables, mix vegetables strained",47,🍼
"Babyfood, vegetables, carrots, strained",24,🌱
"Babyfood, vegetables, beets, strained",18,🌱
"Babyfood, vegetables, carrots, junior",25,🌱
"Babyfood, dinner, chicken stew, toddler",213,🌱
"Babyfood, dinner, macaroni and tomato and beef, junior",112,🍝
"Babyfood, dinner, vegetables and beef, strained",103,🍼
"Babyfood, dinner, spaghetti and tomato and meat, toddler",241,🍝
"Babyfood, dinner, vegetables and beef, junior",97,🍼
"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",42,🍎
"Babyfood, meat, meat sticks, junior",607,🍖
"Babyfood, dinner, beef lasagna, toddler",182,🍝
"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",0,:baby:
"Babyfood, meat, chicken, strained",558,🍼
"Babyfood, meat, turkey sticks, junior",61,🍼
"Babyfood, meat, ham, junior",576,🍖
"Babyfood, meat, lamb, junior",598,🍖
"Spearmint, fresh",168,🌱
"Babyfood, juice treats, fruit medley, toddler",0,🌱
"Rosemary, fresh",169,🌱
Clif Z bar,287,🌱
"Peppermint, fresh",191,🍃
"Vinegar, cider",0,:apple:
"Ice cream, soft serve, chocolate",176,🍦
"Salt, table",0,🧂
"Egg substitute, liquid or frozen, fat free",645,🥚
"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",217,🌱
"Yogurt, fruit variety, nonfat, fortified with vitamin D",27,🌱
"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",238,🌱
"Milk, dry, whole, without added vitamin D",1271,🌱
"Yogurt, fruit, lowfat, with low calorie sweetener",265,🌱
"Cheese, parmesan, dry grated, reduced fat",1604,🧀
"Cream substitute, flavored, liquid",33,🍦
"Milk, chocolate, fluid, commercial, reduced fat, with added calcium",14,🌱
"Cheese, low-sodium, cheddar or colby",1179,🧀
"Cheese, low fat, cheddar or colby",1179,🧀
"Milk, fluid, 1% fat, without added vitamin A and vitamin D",174,🌱
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",386,🌱
"Cheese, goat, semisoft type",859,🌱
"Cheese, mexican, queso asadero",119,🧀
"Cheese, goat, soft type",737,🌱
"Cheese, mexican, queso chihuahua",1037,🧀
"Egg, yolk, raw, frozen, salted, pasteurized",61,🥚
"Egg, yolk, dried",1472,🥚
"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",175,🌱
"Butter, without salt",41,🌱
"Cheese, parmesan, shredded",2234,🧀
"Egg, white, dried, flakes, stabilized, glucose reduced",4837,🌱
"Egg, whole, dried, stabilized, glucose reduced",2721,🥚
"Egg, whole, cooked, fried",736,🍳
"Egg, white, dried, powder, stabilized, glucose reduced",5181,🥚
"Egg, whole, cooked, hard-boiled",668,🥚
"Cheese, edam",1434,🧀
"Egg, yolk, raw, frozen, pasteurized",689,🥚
"Egg, yolk, raw, frozen, sugared, pasteurized",607,🍳
"Cheese, cream",291,🧀
"Cheese, feta",675,🧀
"Cheese, cheshire",1231,🧀
"Cheese, caraway",1326,🧀
"Cheese, colby",1251,🧀
"Cheese, cottage, lowfat, 1% milkfat",668,🧀
"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",1074,🧀
"Butter, whipped, with salt",41,🌱
"Butter oil, anhydrous",14,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8 fat, select, raw",1011,🌱
"Butter, salted",41,🍞
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0 fat, choice, raw",961,🌱
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, choice, raw",746,🌱
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, roasted",1206,🌱
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0 fat, select, raw",684,🌱
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0 fat, choice, raw",628,🌱
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, select, raw",821,🌱
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0 fat, all grades, raw",721,🌱
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",1141,🌱
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",1073,🌱
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0 fat, all grades, raw",772,🌱
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",1056,🌱
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",1153,🌱
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1085,🌱
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1178,🌱
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, select, raw",798,🌱
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",1014,🌱
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, choice, raw",734,🌱
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled",95,🌱
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8 fat, select, raw",753,🌱
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",914,🌱
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled",919,🌱
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",939,🌱
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",947,🌱
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",906,🌱
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0 fat, choice, raw",9,🌱
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0 fat, select, cooked, grilled",1366,🌱
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0 fat, select, raw",1059,🌱
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1235,🌱
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0 fat, select, raw",929,🌱
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0 fat, choice, raw",769,🌱
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0 fat, all grades, raw",816,🌱
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0 fat, select, cooked, grilled",1351,🌱
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0 fat, choice, cooked, grilled",1125,🌱
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1306,🌱
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, all grades, raw",853,🌱
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8 fat, select, cooked, roasted",1354,🌱
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, choice, cooked, grilled",123,🌱
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0 fat, all grades, raw",922,🌱
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, all grades, raw",827,🌱
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0 fat, all grades, raw",857,🌱
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1039,🌱
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1036,🌱
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",1071,🌱
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, select, raw",829,🍖
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",1062,🌱
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, all grades, raw",811,🌱
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",1106,🌱
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",999,🌱
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0 fat, select, raw",766,🌱
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0 fat, choice, raw",819,🍖
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",103,🌱
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, select, raw",827,🌱
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0 fat, choice, raw",846,🌱
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",1028,🌱
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0 fat, choice, raw",805,🌱
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",103,🌱
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",814,🌱
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8 fat, all grades, raw",822,🌱
