name,phe
Champagner süß,2
Wein rose süß,2
Schaumwein,2
Qualitätsschaumwein,2
Sekt,2
Weißsekt,2
Champagner,2
Champagner trocken,2
Perlwein,2
Wermutwein,2
Wermutwein trocken,2
Wermutwein süß,0
Fruchtwein,0
Obstwein,0
Apfelwein,0
Most,0
Apfelwein süß,6
Likörwein süß und trocken,2
Süßwein,2
Tokayer,2
Likörweine trocken,2
Portwein,2
Madeirawein,0
Fruchtdessertweine,4
Sherry,4
Sherry trocken,4
Sherry medium,2
Sherry cream,6
Sherry sweet,6
Liköre,0
Fruchtsaftlikör,0
Cherry-Brandy,0
Fruchtbrandy,0
Fruchtaromalikör,0
Marashino,0
Apricot-Brandy,0
Fruchtaromalikör aus Zitrusfrucht,0
Curacao,0
Grand Marnier,0
Emulsionslikör,176
Mandellikör,0
Eierlikör,176
"Kaffee-, Tee-, Kakaolikör",2
Würzkrautlikör,0
Liköre besondere,0
Apfelkorn,5
Sahnelikör,0
Fruchtsahnelikör,0
Schokoladenlikör,2
Kräuterlikör,0
Branntwein aus Wein,0
Cognac,0
Weinbrand,0
Calvados,0
Spirituosen,0
Weingeist,0
Klare Branntweine (klare Spirituosen),0
Klarer,0
Wodka,0
Wacholderschnaps,0
Gin,0
Genever,0
Whisky,0
Branntwein aus Zuckerrohr (Brände aus Zuckerrohr),0
Rum,0
Arrak,0
Rum 80 Vol%,0
Zwetschgenwasser,0
Kirschwasser,0
Himbeergeist,0
Schnaps aus Anis,0
Aquavit,0
Alkopops,0
Eierpunsch,216
Cocktails,6
Gin Tonic,0
Touch Down,12
Tequilla sunrise,11
Cocktail Pina Colada,22
Kir Royal,2
Caipirinha,0
Campari-Orange,9
Campari-Soda,0
Campari-Tonic,0
Frozen Margarita,15
Fette  Butter  Öle,32
Pflanzliche Öle Linolsäure <30%,0
Olivenöl,0
Haselnussöl,0
Palmöl,0
Leinöl,0
Rüböl (Rapsöl),0
Mandelöl,0
Pflanzliche Öle Linolsäure 30% - 60%,0
Erdnussöl,0
Weizenkeimöl,0
Sesamöl,9
Baumwollsaatöl,0
Kürbiskernöl,0
Maiskeimöl,0
Sojaöl,0
Walnussöl,0
Sonnenblumenöl,0
Traubenkernöl,0
Distelöl (Safloröl),0
Mohnöl,0
Margarine,9
Margarine Linolsäure <30%,9
Margarine aus Sojaöl,41
Margarine pflanzlich Linolsäure 30-50%,9
Margarine Linolsäure >50%,9
Margarine viertelfett,73
Margarine halbfett Linolsäure <30%,73
Margarine halbfett Linolsäure 30-50%,73
Margarine halbfett Linolsäure >50%,73
Margarine zum Kochen,9
Backmargarine,9
Ziehmargarine,9
Margarine fettreduziert 65% Fett,32
Diät Halbfettmargarine,73
Margarine aus Sonnenblumenöl fettreduziert,32
Pflanzencreme (zum Kochen),21
Pflanzliche Fette,35
Brot- und Fettaufstriche,841
Erdnusscreme,1209
Sheabutter,0
Kakaobutter,0
Muskatbutter,0
Kokosfett,35
Palmfett - Palmöl,0
Palmkernfett,0
Sonnenblumenfett,0
Käseimitat (Analogkäse),140
Butter und Erzeugnisse,32
Butter,32
Markenbutter,36
Sauerrahmbutter,32
Süßrahmbutter,0
Butter halbfett - Milchhalbfett,200
Streichrahm 22% Fett,130
Butterschmalz und Butterschmalzerzeugnisse,12
Butterschmalz,12
Kräuterbutter fettreduziert,90
Tierische Öle,0
Heringsöl,0
Lebertran,0
Walöl,0
Haifischöl,0
Tierische Fette Schlachtfette,4
Entenfett,0
Gänsefett/-schmalz,0
Hühnerfett,0
Rinderschmalz/-fett,17
Schweineschmalz/-fett,4
Hammeltalg,152
Rindertalg,17
Fettzubereitung Shortenings,0
Tahini aus rohem Sesam,841
Vegetarisches Schmalzimitat,112
Vegetarisches Schmalzimitat energiereduziert,112
Backfette,0
Backfett (pflanzlich Fett),0
Bratfett (tierisches Fett),0
Kochfett,0
Mayonnaise,76
Mayonnaise 80% Fett,76
Salatmayonnaise 50% Fett,26
Salatcreme 25% Fett,51
Remoulade 65% Fett,56
Speisezutaten,0
Würzmittel,0
Salz,0
Speisesalz,0
Steinsalz,0
Meersalz,0
Jodiertes Salz,0
Kräutersalz,47
Selleriesalz,0
Nitritpökelsalz,0
Jodiertes Nitritpökelsalz,0
Kochsalzersatz streng natriumarm kaliumreich,0
Essig,8
Weinessig,8
Branntweinessig,8
Obstessig,8
Apfelessig,8
Kräuteressig,8
Balsamicoessig,0
Senf,247
Senf mild,247
Senf mittelscharf,247
Senf scharf,243
Senf extra scharf,243
Senf süß,247
Senfaroma,247
Würzsoßen und andere Würzmittel,43
Tomatenketchup,62
Curryketchup,59
Zwiebelketchup,42
Sojasoße Fertigprodukt,347
Mango-Chutney,25
Apfel-Chutney,22
Tomaten-Chutney,26
Chilisoßen,220
Chilisoße (Sambal Oelek),220
Knoblauch-Würzflüssige,209
Sellerie-Würzflüssige,119
Zwiebel-Würzflüssige,115
Pfeffer-Würzflüssige,124
Jäger-Grillsoße,62
Barbecue-Grillsoße,66
Schaschlik-Grillsoße,98
Zigeuner-Grillsoße,113
Curry-Grillsoße,82
Knoblauch-Grillsoße,62
Grillsoße mexikanisch,95
Speise-/Suppenwürzen,890
Würzmittel flüssig,395
Worcestersoße,156
Chilisoße (sehr scharf),105
Feinwürzmittel,890
Suppenwürze,890
Fleischwürzmittel,890
Speisenwürze,890
Tomatenmark,68
Tomatenpüree,133
Auberginenmark,68
Glutamate,0
Glutamat,0
Natrium-Glutamat,0
Würze,890
Gewürze,331
Ingwerpulver,331
Ingwerknolle,54
Süßholz,349
Zimt,175
Gewürze aus Kräutern,434
Gewürznelken,237
Gewürze aus Früchten,640
Rosenpaprika,640
Paprika edelsüß,640
Chili (Cayennepfeffer),519
Dillfrüchte,691
Piment,264
Pfeffer,351
Pfeffer weiß,335
Pfefferkörner grün,121
Wacholderbeere,895
Vanilleschote,175
Senfkorn braun,1028
Bockshornklee,1024
Senfpulver,1024
Gewürz-Mischungen,349
Weihnachtsgebäck-Gewürzmischung,349
Brotgewürzmischung,772
Gewürzmischung chinesisch,241
Pastetengewürzmischung,281
Currypulver,465
Essenzen / Aromastoffe,0
Essenzen natürliche,0
Pfefferminzöl,0
Essenzen künstliche,0
Orangenessenz,0
Zitronenessenz,0
Beerenessenz,0
Vanilleessenz künstlich,0
Aromastoffe natürliche,0
Zitronenpulver,250
Vanillin natürlich,0
Vanillin naturidentisch,0
Benzaldehyd (Bittermandel),0
Aromagebende Stoffe und Pflanzenteile,0
Koffein,0
Chinin und Chininsalze,0
Orangeat,17
Zitronat (Sukkade),15
Zitronenschale,65
Hilfsmittel Backtriebe,481
Kutterhilfsmittel auf Phosphatbasis,0
Aspikpulver,1917
Farbfestiger,0
Kräuteraufgussbrühe,10
Beize für Wildfleisch,13
Aspikaufguss weiß,227
Aspikaufguss rot,227
Backtriebmittel,259
Backpulver,259
Hirschhornsalz,259
Pottasche,259
Hefe,1721
Trockenhefe,1721
Backmittel,481
Tortengusspulver,6
Tortencremepulver Schokolade,30
Sahnestandmittel,22
Vanillinzucker,0
Hefe- und Hefeerzeugnisse,2099
Hefe Granulat,2099
Nährhefe,805
Kurhefe,805
Gelier- und Dickungsmittel,387
"Agar-Agar, Trockenprodukt",2088
Guargummi (Guarmehl),387
Gummi Arabicum,1917
Johannisbrotkernmehl,139
Pektine,139
Gelatine,1980
Stärke,22
Pudding-/Soßenpulver/Cremespeisenpulver,30
Kochpuddingpulver,30
Reispudding,30
Cremespeisenpulver,30
Schaumdessert,30
Dessertpulver für Quarkspeisen,30
Rote-Grütze-Pulver,30
Fruchtspeisenpulver instant,30
Genusssäuren/Salze,0
Milchsäure,0
Zitronensäure,0
Ascorbinsäure,0
Essigsäure,0
Konservierungsstoffe/Säuerungsmittel/Stabilisatoren,0
Vitamine,0
Vitamin-Mischungen,0
Vitamin C - Ascorbinsäure,0
Brühwürfel,562
Rindfleischsuppe Brühwürfel,605
Fleischsuppe klar Brühwürfel,605
Brühwürfel fettreich,466
Brühe instant (Brühwürfel),605
Hühnersuppe klar instant,605
Fleischbrühe (Würfel),605
Hefebrühe Extrakt,567
Bratensoße (Trockenpulver),210
Joghurtsahne,132
Zitronensahne,111
Mokkasahne,116
Käsesahne,344
Buttercreme leicht,87
Schoko-Buttercreme,67
Vanillecreme,168
Abgebundene Sauerkirschen,10
Tortenguss,0
Canacheglasur,117
Trüffel-Füllcreme,54
Weincreme,54
Cocktail-Dressing Fertigprodukt,74
Roquefort-Salatdressing Fertigprodukt,62
French-Dressing Fertigprodukt,139
Italian-Dressing Fertigprodukt,57
Russischer Salatdressing Fertigprodukt,77
Thousand-Island-Salatdressing Fertigprodukt,135
Dressing für Kartoffelsalat Fertigprodukt,66
Tomaten-Ketchup natriumarm,307
Süßwaren,0
Karamellguss,0
Schokoladenguss,487
Zuckerguss,0
Diabetikersüßigkeiten,174
Milchzucker natriumarm glutenfrei,0
Milchzucker und Molke Granulat,92
Milchzucker Aufbaukost,0
Zucker,0
Zucker weiß,0
Puderzucker,0
Zucker braun,0
Kandiszucker braun,0
Kandiszucker weiß,0
Süßstoffe,0
Vanillezucker,0
Verschiedene Traubenzucker,0
Traubenzucker,0
Milchzucker,0
Malzzucker,0
Fruchtzucker,0
Invertzucker,0
Honig,23
Blütenhonig-Mischungen,23
Honigtauhonig,23
Industriehonig/Backhonig,12
Kunsthonig,8
Konfitüre einfach,4
Konfitüre extra,5
Gelee einfach,4
Gelee extra,4
Marmelade,4
Schoko-/Nougat-/Kakaocreme süß,407
Maronencreme süß,68
Nuss-Nougat-Creme süß,205
Sirup,12
Glukosesirup hell,12
Ahornsirup,0
Melassesirup dunkel,47
Fruchtsirup,0
Apfeldicksaft,0
Birnendicksaft,0
Traubendicksaft,0
Diätetische Lebensmittel,0
Pflaumenmus,28
Sorbit,0
Xylit,0
Mannit,0
Sorbit-Saccharin-Mischung,0
Diabetikerbrotaufstriche,12
Sirup für Diabetiker,12
Haselnuss-Nougat-Creme für Diabetiker,266
Saccharin Tabletten,0
Saccharin-Cyclamat-Mischung Tabletten,0
Saccharin-Cyclamat-Mischung flüssig,0
Diabetikerzucker,0
Speiseeis,77
Sorbet,5
Orangensorbet,5
Zitronensorbet,6
Kaffeeeis in Waffeltüte,246
Karamelleis in Waffeltüte,246
Cremeeis,292
Pfefferminzeis in Waffeltüte,246
Nusseis in Waffeltüte,246
Schokoladeneis in Waffeltüte,246
Vanilleeis in Waffeltüte,175
Fruchteis in Waffeltüte,168
Fruchteis,66
Fruchteis energiereduziert,51
Kaffeeeis,196
Pfefferminzeis,195
Softeis Vanille,110
Softeis Frucht,66
Softeis Schoko,196
Joghurteis Vanille,132
Joghurteis Frucht,132
Buttermilcheis Schoko,122
Joghurteis Kaffee,132
Buttermilcheis Frucht,122
Parfait,292
Rahmeis,76
Milchspeiseeis,77
Milchspeiseeis Vanille,77
Schokoladeneis,196
Schokoladeneis energiereduziert,203
Karamelleis,196
Nusseis,196
Eiscreme,177
Einfacheiscreme,39
Kunstspeiseeis,0
Softeis,94
Zuckerwaren,20
Hartkaramellen Drops Bonbons,20
Hartkaramelle,20
Hustenbonbon,20
Bonbon sauer,20
Fruchtbonbon,20
Pfefferminz Bonbon,20
Weichkaramellen Bonbons,98
Toffees,98
Sahnekaramellen,19
Karamellbonbon für Diabetiker,174
Eukalyptusfruchtgummi für Diabetiker,900
Fondant,0
Fondant/-masse,0
Pfefferminzbruch,3
Kokosflocken aus Fondant,50
Fondantkonfekt,174
Fondantcreme,3
Schokoladenfondant,174
Vanillefondant,142
Gummibonbons,260
Schaumzuckerwaren,79
Marshmallow,79
Presslinge,4
Kaugummi,4
Kaugummi zuckerfrei,4
Marzipan Lakritze Krokant,211
Lakritze,211
Marzipan,400
Marzipan Rohmasse,786
Persipan,327
Persipan Rohmasse,816
Geleefrüchte,62
Nougat,313
Nougat Rohmasse,483
Nougat für Diabetiker,411
Haselnuss-Nougat für Diabetiker,411
Dragees,245
Nonpareille,9
Liebesperle,4
Dragee-Streusel,4
Schokolade dragiert,245
Mandel dragiert,960
Nuss dragiert,570
Erdnuss dragiert,1253
Dragee-Schokoladenüberzug,245
Kanditen,9
Kanditen von Kernobst,9
Birne kandiert,9
Kanditen von Steinobst,9
Aprikose kandiert,16
Kirsche kandiert,9
Cocktail-Kirsche,9
Kanditen von Beerenobst,9
Weintraube kandiert,9
Mandel kandiert,423
Kanditen von Wildfrüchten,9
Kanditen von Südfrüchten,9
Ananas kandiert,9
Banane kandiert,19
Feige kandiert,16
Mango kandiert,11
Kanditen von Zitrusfrüchten,14
Zitrone kandiert,14
Orange kandiert,13
Ingwer kandiert,22
Walnuss kandiert,247
Fruchtmischung-Kanditen,12
Halwa,98
Krokant,142
Sesam-Krokant,251
Erdnuss-Krokant,313
Haselnuss-Krokant,142
Schokolade,433
Haushaltsschokolade,266
Haushaltsmilchschokolade,476
Milchschokolade,433
Milchschokolade Mokka,401
Milchschokolade Crunch,455
Milchschokolade Blätterkrokant,436
Milchschokolade Mandel-Nougat,504
Milchschokolade Nougat,423
Milchschokolade Vollmilch-Nuss,442
Vollmilchschokolade Crisp,351
Vollmilchschokolade Trauben-Nuss,356
Vollmilchschokolade,348
Magermilchschokolade,447
Vollmilchschokolade Nuss-Crisp,376
Sahnemilchschokolade,301
Sahnemilchschokolade Mokka,222
Sahnemilchschokolade Vollmilch-Noisettecreme,221
Sahnevollmilchschokolade,337
Sahnevollmilchschokolade Crisp,341
Sahnevollmilchschokolade Nougat-Crisp,338
Zartbitterschokolade,435
Zartbitterschokolade Crisp,422
Bitterschokolade,664
Bitterschokolade Crisp,610
Bitterschokolade Trauben-Nuss,616
Sahnebitterschokolade,571
Schokolade weiß,226
Schokolade weiß Crisp,250
Knusperwaffel in Milchschokolade,397
Schoko-Kuss,314
Diabetikerschokolade,557
Vollmilchschokolade für Diabetiker,557
Schokoladenwaren milchfrei,249
Schokoladenwaren Pralinen,85
Pralinen,85
Weinbrand-Kirsche,86
Weinbrand-Bohne,82
Sahnepralinen,337
Rumkugeln,123
Punschballen,83
Schokoladenstreuselflocken,387
Schokoladenüberzugsmassen,547
Halbbitter-Kuvertüre,547
Schokoladenverzierungen,210
Eiskonfekt,227
Knusper Flakes,377
Kakaopulver,1208
Kakaopulver schwach entölt,830
Kakaopulver stark entölt,1166
Kakaogetränkepulver,259
Kakaogetränkepulver löslich,259
Instant-Malzgetränk (Pulver),294
Schokoladenpulver,387
Kakaobohne/-masse,1208
Schokoladencreme,210
Müsli-Riegel,400
Diabetikersüßspeisen,176
Fische roh,812
Wal roh Fleisch,1075
Tintenfisch (Octopus sp.) Fleisch roh,644
Tintenfisch (Octopus sp.) Fleisch frittiert (zubereitet ohne Fett),747
Schillerlocke,1045
Dornhai roh,504
Aal roh Fischzuschnitt,730
Aal amerikanisch roh,636
Dorschleber roh,204
Dorschleber Konserve in Öl,133
Hecht roh Fischzuschnitt,694
Hornhecht roh,810
Pfeilhecht,796
Pfeilhecht roh,796
Flusshecht roh  - Esox lucius,820
Seeteufel roh,596
Fischrogen roh,1019
Heringsrogen,1019
Heringsrogen roh,1040
Kabeljaurogen,893
Kabeljaurogen roh,893
Lachsrogen,1008
Lachsrogen roh,1008
Heringsfische Makrelen Thunfische,847
Hering roh Fischzuschnitt,750
Hering frittiert (zubereitet ohne Fett) Fischzuschnitt,721
Matjes roh Fischzuschnitt,674
Sardelle (Anchovis),846
Sardelle roh,846
Sardine roh Fischzuschnitt,910
Sprotte,703
Sprotte roh,703
Makrele roh Fischzuschnitt,840
Sardinelle roh,808
Sardinops,808
Sardinops roh,808
Maifisch,800
Maifisch roh,800
Schildmakrele,664
Schildmakrele roh,730
Pelamiden roh,769
Thunfisch roh Fischzuschnitt,1050
Weißer Thun (Albacore),769
Weißer Thun roh,769
Roter Thun,835
Roter Thun roh,835
Gelbflossenthun,837
Gelbflossenthun roh,837
Makrele spanisch roh,691
Dorschartige Fische roh,700
Brosme roh Fischzuschnitt,692
Leng roh Fischzuschnitt,1000
Kabeljau roh Fischzuschnitt,840
Kabeljau frittiert (zubereitet ohne Fett) Fischzuschnitt,844
Schellfisch roh Fischzuschnitt,790
Schellfisch frittiert (zubereitet ohne Fett) Fischzuschnitt,792
Seelachs (Köhler) roh Fischzuschnitt,790
Seelachs (Köhler) frittiert (zubereitet ohne Fett) Fischzuschnitt,941
Wittling roh,680
Seehecht roh Fischzuschnitt,650
Pollack (Köhler),668
Pollack roh,668
Pollack frittiert (zubereitet ohne Fett),777
Plattfische roh,668
Steinbutt roh Fischzuschnitt,668
Scholle roh Fischzuschnitt,730
Scholle frittiert (zubereitet ohne Fett) Fischzuschnitt,728
Heilbutt roh Fischzuschnitt,680
Schwarzer Heilbutt,528
Schwarzer Heilbutt roh,528
Seezunge roh Fischzuschnitt,760
Flunder roh Fischzuschnitt,700
Rotzunge roh Fischzuschnitt,620
Doggerscharbe roh,720
Lachsfische roh,696
Stint roh Fischzuschnitt,696
Süßwasser-Stint roh Fischzuschnitt,696
Bachsaibling,768
Bachsaibling roh,768
Renke roh Fischzuschnitt,712
Lachs (Salm),847
Lachs (Salm) frittiert (zubereitet ohne Fett),956
Lachs roh,800
Buckellachs,798
Buckellachs roh,798
Goldlachs roh Fischzuschnitt,798
Weißlachs,796
Weißlachs roh,796
Königslachs (Quinnat),802
Königslachs roh,802
Lachs pazifisch,802
Lachs pazifisch roh,802
Forelle roh Fischzuschnitt,802
Regenbogenforelle,802
Regenbogenforelle roh,920
Seeforelle,822
Seeforelle roh,822
Meerforelle,800
Meerforelle roh,800
Karpfenartige Fische,772
Karpfen roh Fischzuschnitt,890
Karpfen frittiert (zubereitet ohne Fett) Fischzuschnitt,904
Karausche roh Fischzuschnitt,664
Wels roh Fischzuschnitt,612
Pangasius roh Fischzuschnitt,620
Schleie roh Fischzuschnitt,708
Barschartige Fische roh,818
Barsch roh Fischzuschnitt,860
Zander roh Fischzuschnitt,720
Zander frittiert (zubereitet ohne Fett) Fischzuschnitt,863
Katfisch roh Fischzuschnitt,710
Schwertfisch,776
Schwertfisch roh,776
Rotbarsch roh Fischzuschnitt,840
Schafskopfbrasse,824
Schafskopfbrasse roh,824
Meeräsche,755
Meeräsche roh,860
Krebstiere (Krustentiere) roh,744
Krebstiere (Krustentiere) Konserve,744
Flusskrebs roh,820
Languste (Spiny/Rocklobster),667
Languste roh,740
Languste frittiert (zubereitet ohne Fett),763
Hummer roh,670
Krabben,744
Krabben roh,744
Krabbe klein roh,744
Krabbe klein frittiert (zubereitet ohne Fett),849
Garnele roh,880
Garnele frittiert (zubereitet ohne Fett),865
Auster roh,420
Klaffmuschel roh,420
Miesmuschel roh,410
Pilgermuschel roh,624
Jacobsmuschel,444
Jacobsmuschel roh,444
Venusmuschel,444
Venusmuschel roh,444
Bückling,850
Anchosen,521
Anchovis,521
Heringsfilet Matjesart,631
Meeresfrüchte in Öl,457
Thunfisch Konserve in Tomatensoße,735
Thunfisch Konserve in Dillrahmcreme,553
Krabbe klein Konserve in Dillrahmcreme,463
Garnele roh mariniert,690
Sardine Konserve in Tomatensoße,633
Sardelle roh mariniert,768
Thunfisch roh mariniert,824
Marinaden,458
Karpfen roh mariniert,701
Heringsfilet in Dillrahmcreme Konserve,408
Heringsfilet in Kräuterbuttercreme Konserve,439
Heringsfilet in Sahne-Meerrettichcreme Konserve,383
Heringsfilet in Senfcreme Konserve,399
Heringsfilet in Tomatencreme Konserve,398
Heringsfilet in spezieller Senfsoße Konserve,388
Heringsfilet in Tomatensoße Konserve,526
Hering roh mariniert Fischzuschnitt,588
Lachs Konserve in Tomatensoße,686
Lachs Konserve in Dillrahmcreme,520
Lachs roh mariniert Fischzuschnitt,768
Seelachs (Köhler) roh mariniert Fischzuschnitt,737
Barsch roh mariniert Fischzuschnitt,681
Krabbe klein roh mariniert,676
Bratfischwaren,458
Bratschellfisch,552
Bratsardine,631
Makrele Konserve in Tomatensoße,662
Miesmuschel Konserve in Tomatensoße,360
Makrele Konserve in Dillrahmcreme,452
Makrele roh mariniert,658
Krebstiere (Krustentiere) mariniert,676
Pasteten Kaviar,907
Sardellenpaste,647
Kaviar echt,1060
Kaviarersatz,560
Kaviar Präserve,1041
Kaviar Konserve,1041
Krebstiererzeugnisse,584
Muscheltiererzeugnisse,344
Surimi (Krebsfleischimitat) roh,310
Fertiggerichte auf Fischbasis,628
Tiefkühlfisch paniert,502
Karpfen roh im Ausbackteig,673
Karpfen roh im Ausbackteig frittiert (zubereitet ohne Fett),752
Garnele roh paniert,577
Fisch-Konservensuppen,334
Marseiller Fischsuppe (Bouillabaisse) Konserve,334
Garnelensuppe Konserve,660
Garnelencremesuppe Konserve,614
Ragout fin aus Fischfleisch Konserve,394
Fleisch roh,847
Fleisch-Extrakt,2368
Rind Hackfleisch roh,847
Frikadelle aus Rindfleisch roh,714
Schwein Hackfleisch roh,980
Frikadelle aus Schweinefleisch roh,618
Kalb Hackfleisch roh,814
Schwein/Rind Hackfleisch roh,752
Rind/Schwein Hackfleisch roh,784
Rind/Schwein Hackfleisch frittiert (zubereitet ohne Fett),793
Frikadelle aus Rind und Schwein roh,662
Hackfleischerzeugnisse roh,622
Hacksteak,622
Hacksteak roh,622
Brät,448
Brät roh,448
Kalbskäsebrät,458
Kalbskäsebrät roh,458
Tatar (Schabefleisch) roh,920
Leberhack (Rinderleber) roh,984
Rind Fleisch roh,804
Rind Fleisch Konserve,764
Rind Fleisch mittelfett (mf),804
Rind Fleisch fett (fe) roh,775
Rind Fleisch vom Knochen roh,908
Rind Ochsenschwanz roh,895
Rind Filet roh,864
Rind Filet (ma) roh,864
Rind Kotelett roh,778
Rind Kotelett (ma) roh,916
Rind Kotelett mittelfett (mf),778
Rind Kotelett (mf) roh,778
Rind Steak roh,898
Rind Steak (ma) roh,916
Rind Steak mittelfett (mf) roh,898
Rind Steak (mf) roh,898
Rind Schnitzel roh,862
Rind Schnitzel (ma) roh,862
Rind Schnitzel mittelfett (mf) roh,836
Rind Schnitzel (mf) roh,836
Rind Schnitzel (mf) Konserve,764
Rind Gulasch roh,829
Rind Gulasch (ma) roh,829
Rind Gulasch mittelfett (mf) roh,804
Rind Gulasch (mf) roh,804
Rind Gulasch fett (fe) roh,775
Rind Gulasch (fe) roh,775
Rind Roulade roh,862
Rind Roulade (ma) roh,862
Rind Roulade mittelfett (mf) roh,836
Rind Roulade (mf) roh,836
Rind Bratenfleisch roh,829
Rind Bratenfleisch (ma) roh,829
Rind Bratenfleisch mittelfett (mf) roh,804
Rind Bratenfleisch (mf) roh,804
Rind Bratenfleisch (mf) mariniert,776
Rind Bratenfleisch fett (fe) roh,775
Rind Bratenfleisch (fe) roh,775
Rind Kochfleisch roh,812
Rind Kochfleisch (ma) roh,852
Rind Kochfleisch mittelfett (mf) roh,812
Rind Kochfleisch (mf) roh,812
Rind Kochfleisch fett (fe) roh,778
Rind Kochfleisch (fe) roh,778
Rind Fleischschnitte roh,879
Rind Muskelfleisch roh,1060
Rind grob entsehntes Fleisch (Verarbeitungsmaterial RII) roh,857
Rind Mark roh,63
Rind Fett (Talg) roh,34
Rind Fett roh,34
Rind Flotzmaul roh,837
Rind Fußhaut roh,837
Rind Blut roh,1022
Rind Blut flüssig roh,1440
Rind Blut Plasma roh,1022
Rind Filet (Lende),864
Rind Filet (Lende) roh,864
Rind Filet (Lende) (ma) roh,1000
Rind Filetsteak,864
Rind Filetsteak roh,864
Rind Rücken (Roastbeef),916
Rind Rücken (Roastbeef) roh,916
Rind Rücken (Roastbeef) (ma) roh,1060
Rind Rücken (Roastbeef) mittelfett und fett (mf und fe),876
Rind Rücken (Roastbeef) (mf und fe) roh,876
Rind Nacken (Kamm),778
Rind Nacken (Kamm) roh,778
Rind Nacken (Kamm) (ma) roh,910
Rind Nacken (Kamm) mittelfett (mf) roh,778
Rind Nacken (Kamm) (mf) roh,778
Rind Fehlrippe roh,898
Rind Hochrippe roh,970
Rind Bauch (Dünnung) roh,717
Rind Knochendünnung,717
Rind Knochendünnung roh,717
Rind Fleischdünnung roh,736
Rind Brust (Spannrippe),707
Rind Brust (Spannrippe) roh,707
Rind Brust (Spannrippe) fett (fe) roh,707
Rind Brust (Spannrippe) (fe) roh,707
Rind Brustkern roh,870
Rind Schulter (Bug),829
Rind Schulter (Bug) roh,829
Rind Schulter (Bug) (ma) roh,960
Rind Schulter (Bug) mittelfett (mf) roh,804
Rind Schulter (Bug) (mf) roh,804
Rind Schulter (Bug) fett (fe) roh,775
Rind Schulter (Bug) (fe) roh,775
Rind Vorderhesse,928
Rind Vorderhesse roh,928
Rind Vorderhesse (ma) roh,928
Rind Keule,862
Rind Keule roh,862
Rind Keule (ma) roh,862
Rind Keule mittelfett (mf) roh,836
Rind Keule (mf) roh,836
Rind Blume roh,897
Rind Oberschale roh,990
Rind Hinterhesse (ma) roh,928
Rind Hinterhesse mittelfett (mf) roh,881
Rind Hinterhesse (mf) roh,881
Kalb Fleisch roh,806
Kalb Fleisch Konserven,608
Kalb Fleisch (ma) roh,887
Kalb Fleisch mittelfett (mf) roh,806
Kalb Fleisch (mf) roh,806
Kalb Fleisch fett (fe) roh,762
Kalb Fleisch (fe) roh,762
Kalb Fleisch Knochen roh,908
Kalb Fleischfett roh,252
Kalb Fleisch Kopf roh,769
Kalb Filet,848
Kalb Filet roh,848
Kalb Filet (ma) roh,848
Kalb Kotelett,798
Kalb Kotelett roh,798
Kalb Kotelett mittelfett (mf) roh,798
Kalb Kotelett (mf) roh,798
Kalb Steak,874
Kalb Steak roh,874
Kalb Steak (ma) roh,874
Kalb Steak mittelfett (mf) roh,798
Kalb Steak (mf) roh,798
Kalb Schnitzel,884
Kalb Schnitzel roh,884
Kalb Schnitzel (ma) roh,890
Kalb Schnitzel mittelfett (mf) roh,884
Kalb Schnitzel (mf) roh,884
Kalb Gulasch,806
Kalb Gulasch roh,806
Kalb Gulasch mittelfett (mf) roh,806
Kalb Gulasch (mf) roh,806
Kalb Roulade,890
Kalb Roulade roh,890
Kalb Roulade (ma) roh,890
Kalb Roulade mittelfett (mf) roh,884
Kalb Roulade (mf) roh,884
Kalb Bratenfleisch,887
Kalb Bratenfleisch roh,887
Kalb Bratenfleisch (ma) roh,887
Kalb Bratenfleisch mittelfett (mf) roh,806
Kalb Bratenfleisch (mf) roh,806
Kalb Bratenfleisch fett (fe) roh,762
Kalb Bratenfleisch (fe) roh,762
Kalb Kochfleisch roh,769
Kalb Kochfleisch mittelfett (mf) roh,769
Kalb Kochfleisch (mf) roh,769
Kalb Kochfleisch fett (fe) roh,722
Kalb Kochfleisch (fe) roh,722
Kalb Fleischschnitte roh,851
Kalb Muskelfleisch roh,1020
Kalb grob entsehntes Fleisch (Verarbeitungsmaterial KaII) roh,814
Kalb grob entsehntes Fleisch roh (Verarbeitungsmaterial KaII) roh,814
Kalb Filet (Lende),848
Kalb Filet (Lende) roh,848
Kalb Filet (Lende) (ma) roh,840
Kalb Filet (Lende) mittelfett (mf) roh,790
Kalb Filet (Lende) (mf) roh,790
Kalb Rücken (Kotelett),874
Kalb Rücken (Kotelett) roh,874
Kalb Rücken (Kotelett) (ma) roh,874
Kalb Rücken (Kotelett) mittelfett (mf) roh,798
Kalb Rücken (Kotelett) (mf) roh,798
Kalb Nacken (Kamm),866
Kalb Nacken (Kamm) roh,866
Kalb Nacken (Kamm) (ma) roh,857
Kalb Nacken (Kamm) mittelfett (mf) roh,866
Kalb Nacken (Kamm) (mf) roh,820
Kalb Bauch (Dünnung) roh,722
Kalb Bauch (Dünnung) mittelfett (mf) roh,722
Kalb Bauch (Dünnung) (mf) roh,722
Kalb Bauch (Dünnung) fett (fe) roh,687
Kalb Bauch (Dünnung) (fe) roh,687
Kalb Brust (Spannrippe),769
Kalb Brust (Spannrippe) roh,769
